page,line,text
438,3,"campaign, I learned that he was somehow involved with individuals concerning Ukraine, but I do"
438,4,not remember the specifics of what I knew at the time.
438,5,l had no knowledge of Mr. Manafort offering briefings on the progress of my campaign to an
438,6,"individual named Oleg Deripaska, nor do I remember being aware of Mr. Manafort or anyone else"
438,7,associated with my campaign sending or directing others to send internal Trump Campaign
438,8,information to anyone I knew to be in Ukraine or Russia at the time or to anyone I understood to
438,9,be a Ukrainian or Russian government employee or official. I do not remember Mr. Manafort
438,10,communicating to me any particular positions Ukraine or Russia would want the United States to
438,11,support.
438,12,"Response to Question IV, Part (e)"
438,13,I do not recall being told during the campaign of efforts by Russian officials to meet with me or
438,14,"with senior members of my campaign. In the process of preparing to respond to these questions, I"
438,15,"became aware that on March 17, 2016, my assistant at the Trump Organization, Rhona Graff,"
438,16,"received an email from a Sergei Prikhodko, who identified himself as Deputy Prime Minister of"
438,17,"the Russian Federation, Foundation Roscongress, inviting me to participate in the St. Petersburg"
438,18,International Economic Forum to be held in June 2016. The documents show that Ms. Graff
438,19,prepared for my signature a brief response declining the invitation. I understand these documents
438,20,already have been produced to you.
438,21,"Response to Question IV, Part (t)"
438,22,"I have no recollection of the details of what, when, or from what source I first learned about the"
438,23,"change to the platform amendment regarding arming Ukraine, but I generally recall learning of the"
438,24,issue as pa1t of media reporting. I do not recall being involved in changing the language to the
438,25,amendment.
438,26,"Response to Question IV, Part (g)"
438,27,My statement did not communicate any position.
438,28,V.       Contacts with Russia and Russia-Related Issues During the Transition
438,29,"a.       Were you asked to attend the World Chess Championship gala oo November JO, 2016? If"
438,30,"yes, who asked you to attend, when were you asked, and what were you told about about"
438,31,[sic] why your presence was requested?
438,32,"1.      Did you attend any part of the event? If yes, describe any interactions you had with"
438,33,any Russians or representatives of the Russian government at the event.
438,34,17
438,35,C-22
438,36,NA
439,1,U.S. Department of Justice
439,2,AtterAey \\'erk Preettet // Ma)' Certtairt Material Preteetee Urteer Fee. R. Crim. P. 6(e1
439,3,"Response to Question V, Part (a)"
439,4,"I do not remember having been asked to attend the World Chess Champions hip gala, and I did not"
439,5,"attend the event. During the course of preparing to respond to these questions , I have become"
439,6,"aware of documents indicating that in March of 2016,the president of the World Chess Federation"
439,7,"invited the Trump Organization to host, at Trump Tower, the 2016 World Chess Championship"
439,8,Match to be held in New York in November 2016. r have also become aware that in November
439,9,"2016 , there were press inquiries to my staff regarding whether I had plans to attend the tournament ,"
439,10,which was not being held at Trump Tower. I understand these documents have already been
439,11,provided to you.
439,12,"Execut d on   NOfl&M,lf.rc,J,.0,              2018"
439,13,President of the United States
439,14,18
439,15,C-23
439,16,NA
440,1,U.S. Department of Justice
440,2,"AtterRe:,· Werk Preattet // May CatttaiR Material Preteetea Uttaer Fea. R. Crim. P. 6(e)"
440,3,NA
441,1,U.S. Department of Justice
441,2,AMerttey Werk Prec:ittet// May Cetttaitt Material Preteetecl Uttc:ierFecl. R. Criffl. P. 6(e)
441,3,AppendixD
441,4,NA
442,1,U.S. Department of Justice
442,2,"Attome:, Work Proattet // Ma:,-Cof!:tttif!:"
442,3,Ma:tefittlProteetea UHaef Fee. R. Crim . P. 6(e)
442,4,NA
443,1,U.S. Department of Justice
443,2,"AttorHey Work Proattet // MB:)""CoHtB:iHMaterial Proteetea UHaer Fea . R. Crim. P. 6(e)"
443,3,APPENDIXD
443,4,"SPECIAL COUNSEL'S OFFICE TRANSFERRED , REFERRED, AND COMPLETED CASES"
443,5,"This appendix identifies matters transferred or referred by the Special Couns el's Office, as"
443,6,well as cases prosecuted by the Office that are now completed.
443,7,A. Transfers
443,8,The Special Counsel's Office has concluded its investigation into links and coordination
443,9,betwe en the Russian government and individuals associated with the Trump Campaign. Certain
443,10,matters assigned to the Office by the Acting Attorney General have not fully concluded as of the
443,11,"date of this report. After consultation with the Office of the Deputy Attorney General, the Office"
443,12,has transferred responsibility for those matters to other components of the Department of Justice
443,13,and the FBI. Those transfers include:
443,14,1. United States v. Bijan Rafiekian and Kami! Ekim Alptekin
443,15,US. Attorney's Office for the Eastern District of Virginia
443,16,(Awaiting trial)
443,17,"The Acting Attorney General authorized the Special Counsel to investigate, among other"
443,18,"things, po ssible criminal conduct by Michael Flynn in acting as an unregi stered agent for the"
443,19,"Government of Turkey . See August 2, 2017 Memorandum from Rod J. Rosenstein to Robert S."
443,20,"Mueller, III. The Acting Attorn ey General later confirmed the Special Counsel's authorit y to"
443,21,"investigate Rafiekian and Alptekin becaus e they ""may have been jointly involved"" with Flynn in"
443,22,"FARA-related crimes. See October 20, 2017 Memorandum from Associate Depu ty Attorney"
443,23,General Scott Schools to Deputy Attorney General Rod J. Rosenstein.
443,24,"On December 1, 2017 , Flynn pleaded guilty to an Information charging him with making"
443,25,false statements to the FBI about his contacts with the Ru ssian ambassador to the United States.
443,26,"As part of that plea, Flynn agreed to a Statement of the Offens e in which he acknowled ged that"
443,27,"the Foreign Agents Registration Act (FARA) document s he filed on March 7, 2017 ""contained"
443,28,"materially false statements and omis sions."" Flynn ' s plea occurr ed before the Special Counsel had"
443,29,"made a final decision on whether to charge Rafiekian or Alptekin. On March 27, 2018, after"
443,30,"consultati on with the Office of the Deputy Attorney General , the Special Counsel ' s Office referred"
443,31,the investigation of Rafiekian and Alpt ekin to the National Security Divi sion (N SD) for any action
443,32,it deemed appropriate. The Special Counsel 's Office determined the referral was appropria te
443,33,"becau se the investigation of Flynn had been completed , and that investigation had provid ed the"
443,34,"rationale for the Office ' s investigation of Rafiekian and Alptekin. At NS D' s request, the Eastern"
443,35,District of Virginia continued the investigation of Rafiekian and Alptekin .
443,36,2. United States v. Michael Flynn
443,37,US. Attorney's Officefor the District of Columbia
443,38,(A waiting sentencing)
443,39,0-1
443,40,NA
444,1,U.S. Department of Justice
444,2,At'lertle)' '.\'erk Preauet // Ma)'' CeAtaiA Material Preteetea UAaer Fee. R. Crim . P. 6(e)
444,3,3. United States v. Richard Gates
444,4,U.S. Attorney's Office for the District of Columbia
444,5,(Awaiting sentencing)
444,6,"4. United States v. Internet Research Agency, et al. (Russian Social Media Campaign)"
444,7,U.S. Attorney's Office for the District of Columbia
444,8,National Security Division
444,9,"(Post-indictment, pre-arrest & pre-trial 1)"
444,10,5. United States v. Konstanti n Kilimnik
444,11,U.S. Attorney's Office for the District of Columbia
444,12,"(Post-indictment, pre-arrest)"
444,13,6. United States v. Paul Manafort
